order_num,User ID,code,name,Buy Qty,Sell Qty,qty,price,현재 가격,평균 가격 대비,수익률
63,samanthapark@naver.com,A108230,톱텍,6.0,0.0,6.0,7870.0,7980,110.0,1.3977128335451081
64,samanthapark@naver.com,A036540,SFA반도체,33.0,0.0,33.0,5630.0,5590,-40.0,-0.7104795737122558
65,samanthapark@naver.com,A031820,콤텍시스템,57.0,0.0,57.0,684.0,677,-7.0,-1.023391812865497
66,samanthapark@naver.com,A237750,피앤씨테크,89.0,0.0,89.0,6260.0,6060,-200.0,-3.1948881789137378
67,samanthapark@naver.com,A000540,흥국화재,4.0,0.0,4.0,4325.0,3925,-400.0,-9.248554913294797
68,davidevans@naver.com,A000490,대동,13.0,0.0,13.0,15340.0,11200,-4140.0,-26.988265971316817
69,davidevans@naver.com,A078020,이베스트투자증권,15.0,0.0,15.0,4905.0,5270,365.0,7.44138634046891
70,davidevans@naver.com,A357780,솔브레인,86.0,0.0,86.0,298000.0,304000,6000.0,2.013422818791946
72,davidevans@naver.com,A091440,한울소재과학,21.0,0.0,21.0,10360.0,10860,500.0,4.826254826254826
74,davidevans@naver.com,A031980,피에스케이홀딩스,97.0,96.0,1.0,48650.0,51000,2350.0,4.830421377183967
77,davidevans@naver.com,A015860,일진홀딩스,68.0,0.0,68.0,4260.0,4495,235.0,5.516431924882629
78,davidevans@naver.com,A059120,아진엑스텍,110.0,0.0,110.0,11670.0,10210,-1460.0,-12.510711225364183
79,davidevans@naver.com,A096690,에이루트,141.0,87.0,54.0,392.0,2000,1608.0,410.2040816326531
80,davidevans@naver.com,A017040,광명전기,140.0,97.0,43.0,2665.0,2380,-285.0,-10.694183864915573
81,davidevans@naver.com,A092220,KEC,37.0,16.0,21.0,1363.0,1462,99.0,7.263389581804843
82,davidevans@naver.com,A035510,신세계 I&C,75.0,0.0,75.0,11140.0,10910,-230.0,-2.064631956912029
83,davidevans@naver.com,A018260,삼성에스디에스,138.0,0.0,138.0,158200.0,168000,9800.0,6.1946902654867255
84,davidevans@naver.com,A000240,한국앤컴퍼니,66.0,0.0,66.0,15500.0,15090,-410.0,-2.6451612903225805
85,davidevans@naver.com,A005290,동진쎄미켐,60.0,0.0,60.0,43950.0,41800,-2150.0,-4.891922639362913
86,davidevans@naver.com,A290660,네오펙트,103.0,0.0,103.0,1178.0,1131,-47.0,-3.9898132427843804
87,davidevans@naver.com,A127120,디엔에이링크,6.0,0.0,6.0,2525.0,2705,180.0,7.128712871287128
88,davidevans@naver.com,A065500,오리엔트정공,52.0,0.0,52.0,1399.0,1545,146.0,10.43602573266619
89,markmoore@yahoo.com,A051360,테스트용,71.0,0.0,71.0,17380.0,19160,1780.0,10.241657077100115
90,markmoore@yahoo.com,A297890,HB솔루션,55.0,0.0,55.0,5200.0,6680,1480.0,28.46153846153846
93,markmoore@yahoo.com,A347700,라이프시맨틱스,119.0,27.0,92.0,1879.0,1842,-37.0,-1.9691325172964342
94,markmoore@yahoo.com,A122640,예스티,152.0,6.0,146.0,21100.0,19150,-1950.0,-9.24170616113744
95,markmoore@yahoo.com,A140670,알에스오토메이션,24.0,2.0,22.0,21950.0,17440,-4510.0,-20.546697038724375
96,markmoore@yahoo.com,A217190,제너셈,82.0,0.0,82.0,12700.0,12730,30.0,0.23622047244094488
97,markmoore@yahoo.com,A059090,미코,36.0,0.0,36.0,10560.0,16380,5820.0,55.11363636363637
98,markmoore@yahoo.com,A347770,핌스,83.0,0.0,83.0,3910.0,2995,-915.0,-23.40153452685422
99,markmoore@yahoo.com,A042370,비츠로테크,4.0,0.0,4.0,8260.0,10410,2150.0,26.02905569007264
100,markmoore@yahoo.com,A042660,한화오션,92.0,78.0,14.0,32250.0,31700,-550.0,-1.7054263565891472
101,markmoore@yahoo.com,A011700,한신기계,24.0,0.0,24.0,4460.0,4945,485.0,10.874439461883407
102,markmoore@yahoo.com,A147760,피엠티,189.0,4.0,185.0,5950.0,5930,-20.0,-0.33613445378151263
103,markmoore@yahoo.com,A006340,대원전선,52.0,0.0,52.0,2850.0,4440,1590.0,55.78947368421052
104,markmoore@yahoo.com,A317120,라닉스,98.0,0.0,98.0,4680.0,4480,-200.0,-4.273504273504273
105,markmoore@yahoo.com,A115610,이미지스,26.0,0.0,26.0,3085.0,3100,15.0,0.48622366288492713
106,markmoore@yahoo.com,A039010,현대에이치티,78.0,0.0,78.0,6620.0,6820,200.0,3.0211480362537766
107,markmoore@yahoo.com,A210980,SK디앤디,97.0,83.0,14.0,11930.0,12250,320.0,2.682313495389774
108,markmoore@yahoo.com,A032820,우리기술,123.0,0.0,123.0,1426.0,2315,889.0,62.342215988779806
109,markmoore@yahoo.com,A038680,에스넷,23.0,0.0,23.0,6040.0,5200,-840.0,-13.90728476821192
110,allisonnelson@gmail.com,A112610,씨에스윈드,22.0,0.0,22.0,52100.0,50400,-1700.0,-3.262955854126679
111,allisonnelson@gmail.com,A131760,파인텍,27.0,0.0,27.0,764.0,872,108.0,14.136125654450263
112,allisonnelson@gmail.com,A052710,아모텍,242.0,0.0,242.0,7270.0,7670,400.0,5.502063273727647
113,allisonnelson@gmail.com,A329180,HD현대중공업,51.0,0.0,51.0,139700.0,134000,-5700.0,-4.08017179670723
114,allisonnelson@gmail.com,A010140,삼성중공업,95.0,94.0,1.0,9720.0,9650,-70.0,-0.720164609053498
115,allisonnelson@gmail.com,A340930,유일에너테크,89.0,0.0,89.0,4755.0,3260,-1495.0,-31.440588853838065
118,allisonnelson@gmail.com,A076610,해성옵틱스,94.0,77.0,17.0,1343.0,1436,93.0,6.924795234549516
119,allisonnelson@gmail.com,A042500,링네트,77.0,0.0,77.0,7030.0,6140,-890.0,-12.660028449502134
120,allisonnelson@gmail.com,A089890,코세스,113.0,0.0,113.0,15220.0,14660,-560.0,-3.679369250985545
122,allisonnelson@gmail.com,A222800,심텍,168.0,0.0,168.0,30100.0,32700,2600.0,8.637873754152823
124,allisonnelson@gmail.com,A451760,컨텍,81.0,80.0,1.0,18090.0,18460,370.0,2.045328911000553
125,allisonnelson@gmail.com,A077360,덕산하이메탈,60.0,0.0,60.0,7150.0,7810,660.0,9.230769230769232
126,allisonnelson@gmail.com,A098460,고영,111.0,0.0,111.0,16870.0,14660,-2210.0,-13.100177830468288
129,allisonnelson@gmail.com,A439580,블루엠텍,88.0,87.0,1.0,12890.0,12640,-250.0,-1.9394879751745537
130,allisonnelson@gmail.com,A083470,이엠앤아이,58.0,0.0,58.0,1806.0,1904,98.0,5.426356589147287
131,allisonnelson@gmail.com,A025770,한국정보통신,49.0,0.0,49.0,8800.0,8550,-250.0,-2.840909090909091
132,allisonnelson@gmail.com,A088130,동아엘텍,65.0,0.0,65.0,10700.0,9290,-1410.0,-13.177570093457943
133,allisonnelson@gmail.com,A950170,JTC,99.0,98.0,1.0,5670.0,5430,-240.0,-4.232804232804233
134,allisonnelson@gmail.com,A170920,엘티씨,92.0,0.0,92.0,15790.0,15650,-140.0,-0.8866371120962635
135,allisonnelson@gmail.com,A053280,예스24,87.0,0.0,87.0,4600.0,4740,140.0,3.0434782608695654
136,allisonnelson@gmail.com,A040910,아이씨디,17.0,0.0,17.0,8730.0,9230,500.0,5.72737686139748
137,samanthawright@yahoo.com,A112610,씨에스윈드,24.0,0.0,24.0,52000.0,50400,-1600.0,-3.076923076923077
138,samanthawright@yahoo.com,A313760,윌링스,128.0,0.0,128.0,7480.0,6760,-720.0,-9.62566844919786
139,samanthawright@yahoo.com,A051360,토비스,62.0,61.0,1.0,18200.0,19160,960.0,5.274725274725275
141,samanthawright@yahoo.com,A104620,노랑풍선,92.0,0.0,92.0,7230.0,7790,560.0,7.745504840940526
142,samanthawright@yahoo.com,A000990,DB하이텍,129.0,0.0,129.0,41100.0,42700,1600.0,3.8929440389294405
143,samanthawright@yahoo.com,A085660,차바이오텍,108.0,43.0,65.0,16890.0,17060,170.0,1.0065127294256957
144,samanthawright@yahoo.com,A119830,아이텍,72.0,59.0,13.0,7530.0,7520,-10.0,-0.13280212483399734
145,samanthawright@yahoo.com,A009540,HD한국조선해양,91.0,29.0,62.0,128100.0,135400,7300.0,5.698672911787666
146,samanthawright@yahoo.com,A159010,아스플로,73.0,0.0,73.0,11290.0,9590,-1700.0,-15.057573073516387
147,samanthawright@yahoo.com,A297890,HB솔루션,264.0,0.0,264.0,5980.0,6680,700.0,11.705685618729097
148,samanthawright@yahoo.com,A189300,인텔리안테크,81.0,9.0,72.0,64000.0,68100,4100.0,6.406249999999999
149,samanthawright@yahoo.com,A348210,넥스틴,130.0,0.0,130.0,64800.0,70300,5500.0,8.487654320987655
150,samanthawright@yahoo.com,A054180,메디콕스,176.0,0.0,176.0,665.0,590,-75.0,-11.278195488721805
151,samanthawright@yahoo.com,A039610,화성밸브,141.0,0.0,141.0,5090.0,5260,170.0,3.3398821218074657
152,samanthawright@yahoo.com,A053080,케이엔솔,76.0,0.0,76.0,17930.0,18050,120.0,0.6692693809258227
153,samanthawright@yahoo.com,A137940,넥스트아이,18.0,0.0,18.0,385.0,364,-21.0,-5.454545454545454
154,samanthawright@yahoo.com,A172670,에이엘티,32.0,0.0,32.0,21100.0,19700,-1400.0,-6.6350710900473935
155,samanthawright@yahoo.com,A100660,서암기계공업,27.0,0.0,27.0,4450.0,4340,-110.0,-2.4719101123595504
156,brandonallen@gmail.com,A112610,씨에스윈드,89.0,0.0,89.0,51900.0,50400,-1500.0,-2.8901734104046244
157,brandonallen@gmail.com,A180640,한진칼,73.0,0.0,73.0,59600.0,58100,-1500.0,-2.5167785234899327
158,brandonallen@gmail.com,A271830,팸텍,63.0,40.0,23.0,3380.0,3070,-310.0,-9.171597633136095
159,brandonallen@gmail.com,A241790,티이엠씨씨엔에스,57.0,0.0,57.0,12450.0,10800,-1650.0,-13.253012048192772
160,brandonallen@gmail.com,A045100,한양이엔지,68.0,0.0,68.0,21050.0,18990,-2060.0,-9.78622327790974
161,brandonallen@gmail.com,A007660,이수페타시스,104.0,0.0,104.0,38100.0,50300,12200.0,32.020997375328086
162,brandonallen@gmail.com,A375500,DL이앤씨,7.0,0.0,7.0,35100.0,33700,-1400.0,-3.9886039886039883
163,brandonallen@gmail.com,A000270,기아,90.0,0.0,90.0,120800.0,120000,-800.0,-0.6622516556291391
164,brandonallen@gmail.com,A010820,퍼스텍,55.0,0.0,55.0,3315.0,3350,35.0,1.0558069381598794
165,brandonallen@gmail.com,A052330,코텍,64.0,0.0,64.0,7400.0,7890,490.0,6.621621621621622
166,brandonallen@gmail.com,A003240,태광산업,246.0,0.0,246.0,654000.0,656000,2000.0,0.3058103975535168
167,brandonallen@gmail.com,A032350,롯데관광개발,110.0,65.0,45.0,9690.0,9950,260.0,2.683178534571723
168,brandonallen@gmail.com,A030530,원익홀딩스,94.0,0.0,94.0,3520.0,3680,160.0,4.545454545454546
169,brandonallen@gmail.com,A147830,제룡산업,134.0,133.0,1.0,4965.0,6400,1435.0,28.902316213494462
170,brandonallen@gmail.com,A348350,위드텍,150.0,0.0,150.0,8780.0,9670,890.0,10.136674259681094
171,brandonallen@gmail.com,A125210,아모그린텍,61.0,21.0,40.0,9990.0,10190,200.0,2.002002002002002
172,brandonallen@gmail.com,A044340,위닉스,55.0,1.0,54.0,8980.0,9030,50.0,0.5567928730512249
174,brandonallen@gmail.com,A035760,CJ ENM,97.0,73.0,24.0,78600.0,89000,10400.0,13.231552162849871
175,brandonallen@gmail.com,A322000,HD현대에너지솔루,69.0,0.0,69.0,23100.0,35000,11900.0,51.515151515151516
176,brandonallen@gmail.com,A017670,SK텔레콤,97.0,0.0,97.0,51300.0,51800,500.0,0.9746588693957114
177,brandonallen@gmail.com,A000720,현대건설,91.0,49.0,42.0,34650.0,33500,-1150.0,-3.318903318903319
178,brandonallen@gmail.com,A097230,HJ중공업,63.0,43.0,20.0,3145.0,3360,215.0,6.836248012718602
179,brandonallen@gmail.com,A272290,이녹스첨단소재,68.0,0.0,68.0,30050.0,32250,2200.0,7.321131447587355
180,brandonallen@gmail.com,A114810,한솔아이원스,100.0,0.0,100.0,12790.0,13740,950.0,7.427677873338546
181,brandonallen@gmail.com,A078600,대주전자재료,82.0,0.0,82.0,92700.0,99000,6300.0,6.796116504854369
182,brandonallen@gmail.com,A007070,GS리테일,47.0,0.0,47.0,19650.0,19990,340.0,1.7302798982188294
183,brandonallen@gmail.com,A012800,대창,97.0,0.0,97.0,1516.0,1880,364.0,24.010554089709764
184,brandonallen@gmail.com,A063760,이엘피,51.0,0.0,51.0,2930.0,2980,50.0,1.7064846416382253
185,brandonallen@gmail.com,A373220,LG에너지솔루션,43.0,0.0,43.0,373000.0,356000,-17000.0,-4.557640750670242
186,melissadavis@naver.com,A105740,디케이락,148.0,0.0,148.0,8360.0,9030,670.0,8.014354066985646
187,melissadavis@naver.com,A000880,한화,144.0,0.0,144.0,26800.0,25550,-1250.0,-4.664179104477612
188,melissadavis@naver.com,A053300,한국정보인증,88.0,0.0,88.0,4750.0,4730,-20.0,-0.42105263157894735
189,melissadavis@naver.com,A031330,에스에이엠티,55.0,0.0,55.0,3635.0,3370,-265.0,-7.290233837689134
190,melissadavis@naver.com,A416180,신성에스티,7.0,0.0,7.0,31600.0,26100,-5500.0,-17.405063291139243
191,melissadavis@naver.com,A092600,앤씨앤,68.0,0.0,68.0,1708.0,1514,-194.0,-11.358313817330211
192,melissadavis@naver.com,A095340,ISC,84.0,32.0,52.0,80400.0,76900,-3500.0,-4.353233830845771
193,melissadavis@naver.com,A115440,우리넷,203.0,0.0,203.0,6900.0,7090,190.0,2.753623188405797
194,melissadavis@naver.com,A317330,덕산테코피아,220.0,0.0,220.0,39100.0,34700,-4400.0,-11.253196930946292
195,melissadavis@naver.com,A429270,시지트로닉스,63.0,0.0,63.0,10330.0,16520,6190.0,59.92255566311714
197,melissadavis@naver.com,A067310,하나마이크론,148.0,0.0,148.0,28000.0,22650,-5350.0,-19.107142857142854
198,melissadavis@naver.com,A402490,그린리소스,45.0,0.0,45.0,28600.0,27000,-1600.0,-5.594405594405594
199,melissadavis@naver.com,A091700,파트론,73.0,37.0,36.0,7890.0,7960,70.0,0.8871989860583016
200,melissadavis@naver.com,A044490,태웅,4.0,0.0,4.0,22200.0,20000,-2200.0,-9.90990990990991
201,melissadavis@naver.com,A161390,한국타이어앤테크,167.0,0.0,167.0,56500.0,44550,-11950.0,-21.150442477876105
202,melissadavis@naver.com,A445180,퓨릿,114.0,0.0,114.0,12310.0,10720,-1590.0,-12.916328188464663
203,melissadavis@naver.com,A016450,한세예스24홀딩스,176.0,0.0,176.0,4735.0,4740,5.0,0.10559662090813093
204,melissadavis@naver.com,A093520,매커스,95.0,0.0,95.0,12050.0,11630,-420.0,-3.4854771784232366
205,melissadavis@naver.com,A012450,한화에어로스페이,52.0,8.0,44.0,233500.0,204000,-29500.0,-12.633832976445397
206,melissadavis@naver.com,A048550,SM C&C,74.0,0.0,74.0,1663.0,2210,547.0,32.89236319903788
208,melissadavis@naver.com,A097520,엠씨넥스,143.0,0.0,143.0,23550.0,23550,0.0,0.0
209,melissadavis@naver.com,A001720,신영증권,71.0,0.0,71.0,68200.0,66600,-1600.0,-2.346041055718475
210,melissadavis@naver.com,A060370,LS마린솔루션,75.0,0.0,75.0,11340.0,15850,4510.0,39.77072310405644
211,melissadavis@naver.com,A002230,피에스텍,80.0,0.0,80.0,3825.0,4055,230.0,6.0130718954248366
212,melissadavis@naver.com,A140070,서플러스글로벌,1.0,0.0,1.0,3600.0,3375,-225.0,-6.25
213,melissadavis@naver.com,A137400,피엔티,66.0,0.0,66.0,39050.0,46150,7100.0,18.181818181818183
214,melissadavis@naver.com,A071280,로체시스템즈,67.0,0.0,67.0,11080.0,12050,970.0,8.754512635379061
215,johnphillips32@gmail.com,A010620,HD현대미포,175.0,0.0,175.0,73300.0,72900,-400.0,-0.5457025920873124
216,johnphillips32@gmail.com,A063570,한국전자금융,80.0,79.0,1.0,5960.0,5370,-590.0,-9.899328859060402
217,johnphillips32@gmail.com,A340810,씨유박스,193.0,0.0,193.0,5610.0,5450,-160.0,-2.8520499108734403
218,johnphillips32@gmail.com,A080160,모두투어,55.0,0.0,55.0,16600.0,15720,-880.0,-5.301204819277109
219,johnphillips32@gmail.com,A204620,글로벌텍스프리,30.0,0.0,30.0,4890.0,4400,-490.0,-10.020449897750511
220,johnphillips32@gmail.com,A042510,라온시큐어,75.0,0.0,75.0,2325.0,2410,85.0,3.655913978494624
221,johnphillips32@gmail.com,A336370,솔루스첨단소재,88.0,0.0,88.0,18310.0,16150,-2160.0,-11.796832332058985
222,johnphillips32@gmail.com,A028100,동아지질,89.0,86.0,3.0,12610.0,13200,590.0,4.678826328310865
223,johnphillips32@gmail.com,A290520,신도기연,205.0,15.0,190.0,3220.0,3255,35.0,1.0869565217391304
224,johnphillips32@gmail.com,A058610,에스피지,109.0,0.0,109.0,27750.0,26650,-1100.0,-3.963963963963964
226,johnphillips32@gmail.com,A006800,미래에셋증권,91.0,0.0,91.0,7550.0,7450,-100.0,-1.3245033112582782
227,johnphillips32@gmail.com,A267260,HD현대일렉트릭,46.0,7.0,39.0,248500.0,283000,34500.0,13.883299798792756
228,johnphillips32@gmail.com,A141000,비아트론,99.0,0.0,99.0,8780.0,8640,-140.0,-1.5945330296127564
229,johnphillips32@gmail.com,A009310,참엔지니어링,41.0,0.0,41.0,440.0,386,-54.0,-12.272727272727273
230,johnphillips32@gmail.com,A056190,에스에프에이,21.0,0.0,21.0,25600.0,28150,2550.0,9.9609375
231,johnphillips32@gmail.com,A046940,우원개발,13.0,0.0,13.0,2830.0,2930,100.0,3.53356890459364
232,johnphillips32@gmail.com,A405100,큐알티,40.0,0.0,40.0,24400.0,20900,-3500.0,-14.344262295081966
233,johnphillips32@gmail.com,A005250,녹십자홀딩스,171.0,34.0,137.0,15260.0,14620,-640.0,-4.193971166448231
234,johnphillips32@gmail.com,A234340,헥토파이낸셜,87.0,0.0,87.0,18150.0,16370,-1780.0,-9.80716253443526
235,johnphillips32@gmail.com,A054450,텔레칩스,134.0,0.0,134.0,25300.0,21900,-3400.0,-13.438735177865613
236,johnphillips32@gmail.com,A189860,서전기전,142.0,134.0,8.0,4910.0,5550,640.0,13.034623217922606
237,johnphillips32@gmail.com,A001780,알루코,70.0,0.0,70.0,3235.0,3215,-20.0,-0.6182380216383307
238,johnphillips32@gmail.com,A030520,한글과컴퓨터,36.0,0.0,36.0,24400.0,29000,4600.0,18.852459016393443
239,johnphillips32@gmail.com,A024110,기업은행,20.0,0.0,20.0,13860.0,13710,-150.0,-1.0822510822510822
240,johnphillips32@gmail.com,A000810,삼성화재,86.0,0.0,86.0,315000.0,335000,20000.0,6.349206349206349
241,johnphillips32@gmail.com,A250060,모비스,20.0,0.0,20.0,3385.0,3590,205.0,6.056129985228951
242,johnphillips32@gmail.com,A294630,서남,16.0,0.0,16.0,5240.0,5100,-140.0,-2.6717557251908395
243,johnphillips32@gmail.com,A229640,LS에코에너지,58.0,0.0,58.0,20900.0,42500,21600.0,103.34928229665073
245,briancampbell@gmail.com,A272110,케이엔제이,186.0,18.0,168.0,20000.0,19500,-500.0,-2.5
246,briancampbell@gmail.com,A003460,유화증권,143.0,72.0,71.0,2255.0,2225,-30.0,-1.3303769401330376
247,briancampbell@gmail.com,A232680,라온테크,121.0,0.0,121.0,8780.0,7950,-830.0,-9.453302961275627
248,briancampbell@gmail.com,A388050,지투파워,71.0,0.0,71.0,9120.0,10890,1770.0,19.407894736842106
249,briancampbell@gmail.com,A028080,휴맥스홀딩스,303.0,0.0,303.0,3990.0,3550,-440.0,-11.027568922305765
250,briancampbell@gmail.com,A033100,제룡전기,260.0,0.0,260.0,62500.0,72000,9500.0,15.2
251,briancampbell@gmail.com,A102370,케이옥션,296.0,0.0,296.0,4225.0,4000,-225.0,-5.325443786982249
252,briancampbell@gmail.com,A376930,노을,35.0,0.0,35.0,2085.0,2810,725.0,34.77218225419664
253,briancampbell@gmail.com,A368770,파이버프로,168.0,2.0,166.0,3395.0,4250,855.0,25.184094256259204
254,briancampbell@gmail.com,A053350,이니텍,23.0,0.0,23.0,3550.0,3525,-25.0,-0.7042253521126761
255,briancampbell@gmail.com,A110990,디아이티,112.0,52.0,60.0,30450.0,24250,-6200.0,-20.361247947454846
256,briancampbell@gmail.com,A073010,케이에스피,66.0,0.0,66.0,4000.0,4415,415.0,10.375
258,briancampbell@gmail.com,A032560,황금에스티,73.0,0.0,73.0,6760.0,6800,40.0,0.591715976331361
259,briancampbell@gmail.com,A432720,퀄리타스반도체,51.0,50.0,1.0,31350.0,21050,-10300.0,-32.854864433811805
260,briancampbell@gmail.com,A205100,엑셈,202.0,78.0,124.0,2685.0,2375,-310.0,-11.54562383612663
261,briancampbell@gmail.com,A264660,씨앤지하이테크,42.0,0.0,42.0,17620.0,14710,-2910.0,-16.515323496027243
262,briancampbell@gmail.com,A384470,코어라인소프트,41.0,0.0,41.0,12890.0,11950,-940.0,-7.292474786656323
264,briancampbell@gmail.com,A084370,유진테크,45.0,0.0,45.0,53700.0,50100,-3600.0,-6.70391061452514
265,briancampbell@gmail.com,A054220,비츠로시스,80.0,0.0,80.0,472.0,489,17.0,3.6016949152542375
266,briancampbell@gmail.com,A232140,와이씨,31.0,0.0,31.0,14360.0,15190,830.0,5.779944289693593
267,briancampbell@gmail.com,A099320,쎄트렉아이,45.0,0.0,45.0,49050.0,53200,4150.0,8.460754332313964
268,olivialopez@yahoo.com,A322310,오로스테크놀로지,83.0,12.0,71.0,27800.0,24550,-3250.0,-11.690647482014388
269,olivialopez@yahoo.com,A425420,티에프이,153.0,0.0,153.0,38800.0,31800,-7000.0,-18.04123711340206
270,olivialopez@yahoo.com,A054940,엑사이엔씨,137.0,82.0,55.0,806.0,855,49.0,6.079404466501241
